,Source,Source type,Term (months),Interest Rate,Amount of Funds,PDF_Filename,Financing Type,Residual Receipts/Deferred Pymt.,Annual Debt Service,Sourcing Type,Application Number,Unnamed: 1,Type of tax credit funding_x,Project Name_x,Project Address,Project City_x,Project Zip Code_x,Project Phone Number,Project County_x,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type_x,Housing Type_x,Total Units_x,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award_x,Total State Award_x,Housing Type_y,Total Units_y,Type of tax credit funding_y,Project Name_y,Project City_y,Project Zip Code_y,Project County_y,Collapsed Construction Type,Construction Type_y,Annual Federal Award_y,Total State Award_y,Total Costs,Land and Acquisition,Construction Costs,Rehabilitation Costs,Construction Contigency,Hard Cost Contingency ,Soft Cost Contingency ,Relocation,Arch/Engineering,CIPF,Legal Fees,Reserves,Other Costs,Developer Fee,Commercial Costs,Construction Cost per Square Foot,Per Unit Cost,True Cash per Unit Cost,#ofPermFinancing Sources,Federal Tax Credit Factor
299,USDA Section 515 Loan Assumption,,600,1.00%,"$1,199,271 ",19-073,Construction Financing,,,Federal Loan,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
300,USDA Section 515 Incentive Loan,,600,1.00%,"$815,889 ",19-073,Construction Financing,,,Federal Loan,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
301,Boston Financial Investor's Equity,,,,"$1,684,313 ",19-073,Construction Financing,,,Bank Loan,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
302,Deferred Reserves,,,,"$78,545 ",19-073,Construction Financing,,,Deferred Developer Fee,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
303,Deferred Developer Fee,,,,"$749,926 ",19-073,Construction Financing,,,Deferred Developer Fee,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
304,USDA 515 Loan Assumption,,600,1.000%,"$1,199,271",19-073,Permanent Financing,,"$30,489",Federal Loan,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
305,USDA 515 Incentive Loan,,600,1.000%,"$815,889",19-073,Permanent Financing,,"$20,742",Federal Loan,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
306,Deferred Developer Fee,,,,"$48,815",19-073,Permanent Financing,Deferred,,Deferred Developer Fee,CA-2019-073,,0.09,Walnut Grove Villa,"1446 E. Sumner Avenue, Fowler, CA 93625",Fowler,93625,,Fresno,31.0,12.0,21.0,16.0,343-030-24,Preliminary Reservation,,,Acquisition & Rehabilitation,At-Risk,40.0,39.0,0.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,20.0,4.0,7.0,0.0,0.0,"Fowler Walnut Grove Villa, LP",Christina Alley,"3351 M Street, Suite 100",Merced,CA,95348.0,2093880782,,Central Valley Coalition for Affordable Housing,"CVCAH, LLC",,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Avenue,Fresno,CA,93703,5594528250,,Micon Real Estate,517697.0,1760349.0,At-Risk,40,0.09,Walnut Grove Villa,Fowler,93625,Fresno,Acquisition & Rehabilitation,Acquisition & Rehabilitation,517697.0,1760349.0,8094239,2000000.0,0.0,3094166.0,363017.0,,,300000.0,145000,363761,230000.0,600171,248198,749926,0.0,96,202356,201136.0,4,0.92
307,Bonneville Gap Construction Loan,,24,5.50%,"$3,552,053 ",19-074,Construction Financing,,,Bank Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
308,Boston Financial Investor's Equity,,,,"$1,151,766 ",19-074,Construction Financing,,,Bank Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
309,USDA Section 515 Loan Assumption,,600,1.00%,"$1,531,917 ",19-074,Construction Financing,,,Federal Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
310,Existing Reserves & Accounts,,,,"$220,000 ",19-074,Construction Financing,,,,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
311,Deferred Reserves & Accounts,,,,"$316,500 ",19-074,Construction Financing,,,Deferred Developer Fee,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
312,Bonneville Perm Loan,,480,5.75%,"$548,417 ",19-074,Construction Financing,,,Bank Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
313,Deferred Developer Fee,,,,"$738,515 ",19-074,Construction Financing,,,Deferred Developer Fee,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
314,Bonneville Mortgage Perm Loan,,480,5.750%,"$548,417",19-074,Permanent Financing,,"$35,069",Bank Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
315,USDA Section 515 Loan Assumption,,600,1.000%,"$1,531,917",19-074,Permanent Financing,,"$38,946",Federal Loan,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
316,Existing Reserves & Accounts,,,,"$220,000",19-074,Permanent Financing,,,,CA-2019-074,,0.09,Mountain View Manor,"116 Circle Drive, Quincy, CA 95971",Quincy,95971,,Plumas,1.0,1.0,1.0,1.0,115-080-024,Preliminary Reservation,,,Acquisition & Rehabilitation,Seniors,46.0,45.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,23.0,5.0,7.0,0.0,0.0,Micon Real Estate,Christina Alley,"1370 Jensen, Suite B",Sanger,CA,93657.0,5598753330,,Central Valley Coalition for Affordable Housing,Micon Real Estate (or a to-be-formed LLC),,,,AWI Management Corporation,Tina Williams-Burke,120 Center Street,Auburn,CA,95603,5307456170,,Micon Real Estate,647060.0,,Seniors,46,0.09,Mountain View Manor,Quincy,95971,Plumas,Acquisition & Rehabilitation,Acquisition & Rehabilitation,647060.0,,8059168,1788000.0,0.0,3174490.0,386049.0,,,300000.0,120000,430121,230000.0,679160,212833,738515,0.0,99,175199,175199.0,4,0.89
317,Construction Loan,,21,4.51%,"$9,856,000 ",19-078,Construction Financing,,,Bank Loan,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
318,Cost Deferred Until Conversion,,21,,"$1,817,713 ",19-078,Construction Financing,,,Deferred Developer Fee,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
319,Tax Credit Equity,,,,"$1,026,707 ",19-078,Construction Financing,,,Federal Credit,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
320,Deferred Develop Fee,,,,"$753,015 ",19-078,Construction Financing,,,Deferred Developer Fee,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
321,Banner Bank Permanent Loan,,420,5.500%,"$417,000",19-078,Permanent Financing,,"$40,887",Bank Loan,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
322,Deferred Developer Fee,,,,"$753,015",19-078,Permanent Financing,,,Deferred Developer Fee,CA-2019-078,,0.09,Liberty Square ,"804 North Hunter Street, Stockton, CA 95202",Stockton ,95202,,San Joaquin,13.0,5.0,9.0,4.02,139-055-01 & 139-055-02,Preliminary Reservation,,,New Construction ,Large Family,31.0,30.0,1.0,4.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,0.0,"Vision 19, LP",Carol J. Ornelas ,315 N. San Joaquin Street ,Stockton ,CA ,95202.0,2094666811,,"Vision 19 GP, LLC","Visionary Home Builders of California, Inc",,,,Visionary Property Management Group,Nancy Mendoza,315 N. San Joaquin St.,Stockton,CA,95202,2094666811,,"Visionary Builders of California, Inc. ",1385027.0,,Large Family,31,0.09,Liberty Square ,Stockton ,95202,San Joaquin,New Construction,New Construction ,1385027.0,,13453435,846876.0,8302052.0,0.0,875350.0,,,0.0,272360,762440,91081.0,106360,543901,1653015,0.0,255,433982,409691.0,3,0.88687
